PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
306439403,23035354,6,2023-03-09T12:53:00,"400 Block N Highland Ave Pittsburgh, PA 15206",Y,East Liberty,5,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",1115,9,2,-79.9221749446935,40.4651657848127
306486948,23035570,0,2023-03-09T22:03:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,9994 PFA Service,305,6,3,-79.9799824053927,40.4435889103074
306487740,23035554,27,2023-03-09T20:57:00,"100 Block Madeline St Pittsburgh, PA 15210",N,Carrick,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2902,4,3,-79.9852220228195,40.3941806433254
306488321,23035566,0,2023-03-09T21:57:00,"300 Block N Braddock Ave Pittsburgh, PA 15208",N,Point Breeze North,4,99,9999 9999 - (Misc. Incident): ,1405,9,2,-79.8928013971768,40.4496546331193
307891947,23044744,27,2023-03-27T06:45:00,"1200 Block Marshall Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2704,1,1,-80.0272608913153,40.4648734182127
307920157,23044846,6,2023-03-25T17:00:00,"Rippey St & N Beatty St Pittsburgh, PA 15206",N,East Liberty,5,THEFT FROM AUTO,3934 Theft from Vehicle,1115,9,2,-79.9249113731822,40.4652446238783
307925943,23044877,99,2023-03-25T17:00:00,"Baum Blvd & S Euclid Ave Pittsburgh, PA ",N,East Liberty,5,FOUND PROPERTY,9489 Found Property,1115,7,2,-79.929723284775,40.4595883286313
307942440,23044954,3,2023-03-27T15:06:00,"Smithfield St & Strawberry Way Pittsburgh, PA 15219",Y,Central Business District,2,ROBBERY,3701 Robbery. / 5505 Public Drunkenness / 5503 Disorderly Conduct.,201,6,6,-79.9972892565907,40.4421513114828
307959440,23045191,27,2023-03-27T22:59:00,"600 Block Herschel St Pittsburgh, PA 15220",N,Elliott,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2020,2,5,-80.0399537979923,40.4385374446516
307962852,23041193,11,2023-03-23T20:00:00,"900 Block Freeport Rd Pittsburgh, PA 15238",N,Lincoln-Lemington-Belmar,5,UNSWORN FALSIFI TO AUTHORITIES,4904 Unsworn Falsification to Authorities. / 6111 Sale of Firearms.,1201,9,2,-79.8923529450752,40.4861185015656
307963110,23041194,11,2023-03-27T18:00:00,"900 Block Freeport Rd Pittsburgh, PA 15238",N,Lincoln-Lemington-Belmar,5,UNSWORN FALSIFI TO AUTHORITIES,4904 Unsworn Falsification to Authorities. / 6111 Sale of Firearms.,1201,9,2,-79.8923529450752,40.4861185015656
306245775,23034452,27,2023-03-07T18:05:00,"1400 Block Wightman St Pittsburgh, PA 15217",N,Squirrel Hill North,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1403,8,3,-79.928169772183,40.4429166879263
306246161,23034394,6,2023-03-07T07:30:00,"400 Block Maline St Pittsburgh, PA 15214",N,Perry North,1,THEFT FROM AUTO,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3934 Theft from Vehicle,2602,1,1,-80.0238348943634,40.4907705655708
306257105,23034525,14,2023-03-07T21:05:00,"2100 Block Webster Ave Pittsburgh, PA 15219",Y,Middle Hill,2,CRIM MISCHIEF,3304 Criminal Mischief.,501,,,,
306283227,23034667,6,2023-03-06T11:45:00,"5600 Block Baum Blvd Pittsburgh, PA 15206",N,Friendship,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,807,,,,
306289360,23034681,3,2023-03-08T08:32:00,"20 Block Market St Pittsburgh, PA 15222",N,Central Business District,2,ROBBERY,3701 Robbery.,201,6,6,-80.0020026636299,40.4409453621515
306304087,23034740,10,2023-03-08T10:05:00,"600 Block 5th Ave Pittsburgh, PA 15219",N,Central Business District,2,TERRORISTIC THREATS,2706 Terroristic Threats.,201,6,6,-79.9942953832131,40.4387522010475
306327222,23034765,10,2023-03-08T11:54:00,"7400 Block Penn Ave Pittsburgh, PA 15208",Y,Point Breeze,4,TERRORISTIC THREATS,2706 Terroristic Threats. / 3743 Accidents Involving Damage to Attended Veh. or Property / 3744 Duty to Give Information and Render Aid,1406,9,3,-79.8981744448819,40.4481413355804
306339656,23034886,10,2023-03-08T16:40:00,"3400 Block Clearfield St Pittsburgh, PA 15204",Y,Windgap,6,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,2807,2,5,-80.0712986032559,40.4518062755109
306057639,23033283,27,2023-03-05T10:00:00,"Larkins Way & S 19th St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1702,3,3,-79.9792762884004,40.4273278829494
306063346,23033439,0,2023-03-05T13:23:00,"600 Block Ossipee St Pittsburgh, PA 15219",Y,Upper Hill,2,99,9999 9999 - (Misc. Incident): ,506,,,,
306065620,23033435,18,2023-03-05T21:33:00,"Larimer Ave & Maxwell Way Pittsburgh, PA 15206",Y,Larimer,5,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 4524 Windshield Obstructions and Wipers. / 3111 Obedience to Traffic-Control Devices.,1204,9,2,-79.9128020484497,40.4659681128498
306070680,23033445,26,2023-03-05T22:04:00,"Larimer Ave & Meadow St Pittsburgh, PA 15206",N,Larimer,5,FLIGHT TO AVOID APPREHENSION/TRIAL/PUNISHMEN,"5126 Flight to Avoid Apprehension, Trial or Punishment. / 3736 Reckless Driving / 3361  Driving Vehicle at Safe Speed. / 3323 Stop Signs and Yield Signs. / 3334 Turning Movements and Required Signals. / 3733 Fleeing or Attempting to Elude Police Officer / 3714 Careless Driving",1204,9,2,-79.9145109818826,40.4652791958007
306071466,23032466,22,2023-03-04T01:32:00,"100 Block Oakland Ave Pittsburgh, PA 15213",Y,Central Oakland,4,PUR/CON/POS/TRAN-INTOX BEVERAG,"6308(a) Underage Purchase, Consume, Possessed or Transport Liquor / 5505 Public Drunkenness",405,3,3,-79.9578262521553,40.4422025644871
306083253,23033271,27,2023-03-05T14:54:00,"100 Block Philander St Pittsburgh, PA 15218",N,Swisshelm Park,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1411,5,3,-79.9042454308782,40.4195751746455
306090491,23033621,99,2023-03-05T11:00:00,"Grandview Park Pittsburgh, PA 15211",N,Mount Washington,3,FOUND PROPERTY,9489 Found Property,1903,3,5,-79.9967347492618,40.4263373455407
306094092,23033634,6,2023-03-06T10:30:00,"20 Block Strauss St Pittsburgh, PA 15214",N,Perry South,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2614,6,1,-80.0196929420244,40.464232707242
306094544,23033635,6,2023-03-06T10:30:00,"20 Block Strauss St Pittsburgh, PA 15214",N,Perry South,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2614,6,1,-80.0196929420244,40.464232707242
306094550,23033619,27,2023-03-06T10:16:00,"7300 Block Hamilton Ave Pittsburgh, PA 15208",N,Homewood South,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1303,9,2,-79.8956475808347,40.4540244912611
306095305,23033567,6,2023-03-06T07:30:00,"1900 Block Perrysville Ave Pittsburgh, PA 15214",N,Perry South,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2614,,,,
306098128,23033156,0,2023-03-05T10:15:00,"900 Block Freeport Rd Pittsburgh, PA 15238",N,Lincoln-Lemington-Belmar,5,99,901 Criminal Attempt,1201,9,2,-79.8923529450752,40.4861185015656
306098495,23033667,0,2023-03-06T11:30:00,"800 Block Steuben St Pittsburgh, PA 15220",N,Elliott,6,99,9994 PFA Service,2020,2,5,-80.0404778034443,40.4415772591677
307857261,23043151,0,2023-03-24T11:55:00,"400 Block Garner Ct Pittsburgh, PA 15219",N,Bluff,2,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): 9999 - (Misc. Incident): 9999 - (Misc. Incident):  Investigation to continue o,103,6,3,-79.969983133531,40.4424262205102
307859931,23044374,9,2023-03-26T12:00:00,"6600 Block Hamilton Ave Pittsburgh, PA 15206",N,Larimer,5,FORGERY,4101 Forgery.,1208,9,2,-79.9107607308275,40.4576988417151
307862208,23044435,6,2023-03-26T14:03:00,"100 Block 5th Ave Pittsburgh, PA 15222",Y,Central Business District,2,THEFT FROM AUTO,3934 Theft from Vehicle,201,6,6,-80.0028765755338,40.4414141263059
307873132,23044395,99,2023-03-26T13:00:00,"Liberty Ave & Market St Pittsburgh, PA 15222",N,Central Business District,2,FOUND PROPERTY,9489 Found Property,201,6,6,-80.0017977114967,40.4419317481224
305938600,23032332,99,2023-03-02T20:00:00,"Oakland Pittsburgh, PA 15213",N,Squirrel Hill South,4,LOST PROPERTY,9504 Lost Property,1413,3,3,-79.957423811043,40.4414087773705
305939519,23032348,10,2023-03-03T19:56:00,"2500 Block Bedford Ave Pittsburgh, PA 15219",N,Bedford Dwellings,2,SIMPLE ASSAULT,2701 Simple Assault. / 3928 Unauthorized Use of Automobile and Other Vehicles.,509,6,3,-79.9728325359297,40.4504453708583
305950515,23032557,18,2023-03-04T05:02:00,"Ibis Wall & Mathews Ave Pittsburgh, PA 15210",N,Knoxville,3,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 3743 Accidents Involving Damage to Attended Veh. or Property,3001,3,5,-79.9892739880611,40.4134366752193
305993615,23032709,27,2023-02-28T08:00:00,"200 Block Southern Ave Pittsburgh, PA 15211",N,Mount Washington,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1914,2,5,-80.0108639068144,40.4243705777301
305994799,23032720,3,2023-03-04T13:47:00,"70 Block S 17th St Pittsburgh, PA 15203",N,South Side Flats,3,ROBBERY,3701 Robbery. / 2706 Terroristic Threats.,1702,3,3,-79.9821806451184,40.4297237366274
305996918,23032751,6,2023-03-04T14:38:00,"2000 Block Wharton St Pittsburgh, PA 15203",Y,South Side Flats,3,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",1702,3,3,-79.9764326428712,40.4303408139997
306009537,23032603,6,2023-03-04T09:00:00,"900 Block Freeport Rd Pittsburgh, PA 15238",N,Homewood North,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1301,9,2,-79.8923529450752,40.4861185015656
306010521,23032836,99,2023-03-04T18:21:00,"2600 Block Jane St Pittsburgh, PA 15203",Y,South Side Flats,3,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant / 1332 Display of Registration Plate. / 1543 Driving While Operating Privilege is Suspended or Revoked.,1609,3,3,-79.969162472553,40.4257386273373
307856117,23040463,0,2023-03-19T11:46:00,"Lincoln Ave & Deary St Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,99,4107(b)(2) Vehicle Equipment Standards,1203,9,2,-79.9008848103722,40.4641825865157
307856620,23044370,99,2023-03-26T09:25:00,"500 Block N Negley Ave Pittsburgh, PA 15206",N,Highland Park,5,FOUND PROPERTY,9489 Found Property,1102,9,2,-79.9277273373805,40.4678194981381
307860208,23044381,10,2023-03-24T11:20:00,"20 Block Claus Ave Pittsburgh, PA 15227",N,Carrick,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2904,4,3,-79.9777278357567,40.3835702431119
307866369,23044457,10,2023-03-26T15:10:00,"5600 Block Baum Blvd Pittsburgh, PA 15232",N,Friendship,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",807,,,,
307866753,23044516,24,2023-03-26T17:08:00,"Coffey Way & 6th Ave Pittsburgh, PA 15222",Y,Central Business District,2,DISORDERLY CONDUCT,5503 Disorderly Conduct.,201,6,6,-79.9989223145337,40.4418971269944
307866870,23044461,10,2023-03-25T17:30:00,"5900 Block Bryant St Pittsburgh, PA 15206",N,Highland Park,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1102,7,2,-79.9197968523257,40.4757237771137
307873137,23044548,10,2023-03-26T18:15:00,"6th St & Penn Ave Pittsburgh, PA 15222",Y,Central Business District,2,HARRASSMENT,2709 Harassment (Non-Specific),201,6,6,-80.0021529797478,40.4427499656881
307874356,23044606,99,2023-03-26T20:31:00,"900 Block Freeport Rd Pittsburgh, PA 15238",N,Lincoln-Lemington-Belmar,5,LOST PROPERTY,9504 Lost Property,1201,9,2,-79.8923529450752,40.4861185015656
307889523,23044265,6,2023-03-26T05:34:00,"4600 Block Centre Ave Pittsburgh, PA 15213",N,North Oakland,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,507,6,3,-79.9519916890064,40.4519096542795
306516601,23035729,27,2023-03-10T08:30:00,"Veterans Brg Ramp & Crosstown Blvd Pittsburgh, PA 15222",N,Central Business District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,201,,,,
306519262,23035720,27,2023-03-10T08:45:00,"Milgate St & Main St Pittsburgh, PA 15224",N,Bloomfield,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,903,7,2,-79.9543120158815,40.4650193036613
306529561,23035788,27,2023-03-10T07:00:00,"Lincoln Ave & Shetland St Pittsburgh, PA 15206",N,Larimer,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1204,9,2,-79.9079259356548,40.4616075956164
306532251,23035789,0,2023-03-10T11:15:00,"6700 Block Atwell St Pittsburgh, PA 15206",Y,Homewood West,5,99,9999 9999 - (Misc. Incident): ,1207,9,2,-79.9044880155122,40.4631616973537
306535220,23035817,10,2023-03-07T00:01:00,"500 Block Landleiss Pl Pittsburgh, PA 15219",Y,Upper Hill,2,HARRASSMENT,2709(a) Harassment.,506,6,3,-79.9644275877556,40.4489153613755
306540774,23035831,10,2023-03-10T00:01:00,"1300 Block Vickroy St Pittsburgh, PA 15282",N,Bluff,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 3923 Theft by Extortion.",103,,,,
306541850,23035859,27,2023-03-10T12:06:00,"800 Block Western Ave Pittsburgh, PA 15233",N,Allegheny West,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2201,1,1,-80.0140594379723,40.4524152735044
306541973,23035861,0,2023-03-10T00:01:00,"5000 Block Ampere St Pittsburgh, PA 15207",N,Hazelwood,4,99,517.8 Home Improvement Fraud,1515,5,3,-79.9383008821775,40.4088709854054
306544363,23035904,27,2023-03-10T13:30:00,"1800 Block Jancey St Pittsburgh, PA 15206",N,Morningside,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1014,7,2,-79.9265021588594,40.4859242943186
306544368,23035878,27,2023-03-10T12:30:00,"S 24th St & Mary St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1609,3,3,-79.971911537807,40.425562740043
306544905,23035905,6,2023-03-10T13:48:00,"5100 Block Kincaid St Pittsburgh, PA 15224",N,Garfield,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1017,9,2,-79.9423191023898,40.4672035322562
306547026,23035930,11,2023-03-10T14:45:00,"5900 Block Centre Ave Pittsburgh, PA 15206",N,East Liberty,5,THEFT OF SERVICES,"3926(a)(1) Theft of Services; Cable, Gas, Taxi, Bill, Tab, etc.",1115,,,,
306550245,23035881,0,2023-03-05T00:01:00,"4500 Block Wertz Way Pittsburgh, PA 15224",N,Bloomfield,5,99,9999 9999 - (Misc. Incident): ,802,,,,
306554945,23035976,11,2023-03-06T00:01:00,"4900 Block Interboro Ave Pittsburgh, PA 15207",N,Lincoln Place,4,IDENTITY THEFT,4120 Identity Theft,3102,5,3,-79.9115220123949,40.3741957918606
306556972,23035980,27,2023-03-10T17:15:00,"Forbes Ave & S Dallas Ave Pittsburgh, PA 15217",N,Point Breeze,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1406,5,3,-79.9130861733563,40.4380358024845
307998837,23045323,0,2023-03-28T06:00:00,"700 Block Junilla St Pittsburgh, PA 15219",N,Bedford Dwellings,2,99,2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner,509,6,3,-79.9725300455726,40.4496558861886
-3522055109,23045662,10,2023-03-28T18:00:00,"2400 Block Glenarm Ave Pittsburgh, PA 15226",Y,Brookline,6,HARRASSMENT,2709(a) Harassment.,1919,4,5,-80.0161213069579,40.3955364590744
308077462,23045864,5,2023-03-28T06:00:00,"2700 Block Morange Rd Pittsburgh, PA 15220",N,North Oakland,6,BURGLARY,3502 Burglary. / 3304 Criminal Mischief.,403,2,5,-80.0709767233165,40.4231513699913
308081493,23045890,6,2023-03-23T16:30:00,"1700 Block West Liberty Ave Pittsburgh, PA 15226",Y,Brookline,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,1917,4,5,-80.0182121358891,40.4084282009384
308085827,23044843,6,2023-03-27T11:15:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,201,6,6,-79.9960409452176,40.4350395659105
308095397,23045933,11,2023-03-29T00:00:00,"30 Block Isabella St Pittsburgh, PA 15212",N,North Shore,1,THEFT BY DECEPTION,3922 Theft by Deception. / 901 Criminal Attempt,2205,1,6,-80.0031516530389,40.4481433317906
308095714,23035436,18,2023-03-09T16:42:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Spring Hill-City View,1,STOLEN PROPERTY - OTHER,13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance,2620,6,6,-79.9960409452176,40.4350395659105
308097542,23045981,6,2023-03-29T08:00:00,"5300 Block Brown Way Pittsburgh, PA 15224",N,Garfield,5,THEFT FROM AUTO,3934 Theft from Vehicle,1017,9,2,-79.937925870024,40.4669739547212
308099046,23045947,99,2023-03-29T11:48:00,"50 Block GARETTA St Pittsburgh, PA 15217",N,Hazelwood,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1515,,,,
306365352,23035100,10,2023-03-09T01:08:00,"900 Block Chartiers Ave Pittsburgh, PA 15220",Y,Elliott,6,SIMPLE ASSAULT,2701 Simple Assault.,2020,2,5,-80.0396862307786,40.4434777498736
306432896,23035289,0,2023-03-09T12:15:00,"200 Block Hazelwood Ave Pittsburgh, PA 15207",N,Hazelwood,4,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): 9999 - (Misc. Incident): ,1515,5,3,-79.941562389666,40.4118298736881
306449425,23035380,99,2023-03-09T14:39:00,"1300 Block Marvista St Pittsburgh, PA 15212",N,California-Kirkbride,1,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,2507,6,1,-80.0264148232356,40.4616079939596
306466926,23035462,0,2023-03-09T17:41:00,"1900 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,99,3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,1702,3,3,-79.9789683022639,40.4284737765025
306101816,23033671,0,2023-03-06T12:00:00,"1400 Block Poplar St Pittsburgh, PA 15205",N,Oakwood,6,99,9994 PFA Service,2812,2,5,-80.053814116142,40.427945863402
306123965,23033679,0,2023-03-06T13:40:00,"2500 Block Josephine St Pittsburgh, PA 15203",N,South Side Slopes,3,99,9999 9999 - (Misc. Incident): ,1608,,,,
306134944,23033780,4,2023-03-05T12:23:00,"1600 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,AGG-ASSAULT,2702 Aggravated Assault.,1702,3,3,-79.9826498409866,40.428754714415
306136540,23033875,0,2023-03-06T18:03:00,"Elmont St Pittsburgh, PA 15205",N,Crafton Heights,6,99,9994 PFA Service,2815,2,5,-80.0558603128669,40.4392088610498
306161458,23034071,0,2023-03-07T03:36:00,"200 Block Lothrop St Pittsburgh, PA 15213",N,West Oakland,4,99,9999 9999 - (Misc. Incident): ,402,8,3,-79.9609286975283,40.4422470230786
306163054,23034095,0,2023-03-07T06:00:00,"2700 Block Centre Ave Pittsburgh, PA 15219",N,Terrace Village,2,99,9994 PFA Service,510,6,3,-79.9670278555567,40.4471425289927
306164073,23034079,18,2023-03-07T04:14:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",Y,California-Kirkbride,1,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant / 4914 False Identification to Law Enforcement Authorities,2507,6,1,-80.0165685056208,40.4568744092444
307945185,23044984,26,2023-03-27T15:50:00,"Brighton Rd & Lecky Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,RETALIATION FOR PAST OFF ACTION,"4703 Operation of Vehicle without Official Certif. of Inspection / 1301 Registration and Certificate of Title Required. / 1372 Unauthorized Transfer or Use of Registration. / 1501 Drivers Required to be Licensed. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 4526 Safety Glass. / 4524 Windshield Obstructions and Wipers. / 7122 Altered, Forged or Counterfeit Documents and Plates / 7124 Fraudulent Use or Removal of Registration Plates / 1311 Registration Card to be Signed and Exhibited on Demand. / 1372 Unauthorized Transfer or Use of Registration. / 3332 Limitations on Turning Around. / 1786 Required Financial Responsibility. / 4706 Prohib. on Expend. for Emission Insp Prog..",2715,1,1,-80.0315665193448,40.4760986331031
-3523003572,23045304,6,2023-03-28T07:00:00,"4400 Block Penn Ave Pittsburgh, PA 15224",N,Central Lawrenceville,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,902,7,2,-79.9532719117322,40.4659714216061
-3579026973,23045316,99,2023-03-28T08:05:00,"1200 Block Colescott St Pittsburgh, PA 15205",Y,Westwood,6,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2811,2,5,-80.046832058878,40.4349419200303
308003147,23044904,0,2023-03-27T13:00:00,"6300 Block Broad St Pittsburgh, PA 15206",N,East Liberty,5,99,9999 9999 - (Misc. Incident): ,1115,,,,
306015825,23032927,99,2023-03-04T21:29:00,"1600 Block Crucible St Pittsburgh, PA 15220",N,Crafton Heights,6,AIDED CASE,9497 Aided Case,2814,2,5,-80.0517211569882,40.4474571259641
306015839,23032959,0,2023-03-04T22:15:00,"3000 Block Terrace St Pittsburgh, PA 15213",N,Terrace Village,2,99,9994 PFA Service,510,,,,
306016191,23032887,0,2023-03-04T21:00:00,"5th Ave & N Neville St Pittsburgh, PA 15213",Y,North Oakland,4,AGRICULTURAL VANDALISM,3309 Driving on Roadways Laned for Traffic. / 3736 Reckless Driving / 3802(a)(1) DUI - General Impairment,404,8,3,-79.9472874549561,40.4470709985307
306020365,23033016,0,2023-03-05T01:10:00,"5700 Block Penn Ave Pittsburgh, PA 15206",N,East Liberty,5,99,9999 9999 - (Misc. Incident): ,1115,9,2,-79.9288033791223,40.4625815229149
306036166,23033198,6,2023-03-05T12:27:00,"300 Block Cedar Ave Pittsburgh, PA 15212",Y,East Allegheny,1,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,2304,1,1,-80.0009078076061,40.4508935571012
306047117,23033312,10,2023-03-05T16:28:00,"1100 Block Crucible St Pittsburgh, PA 15220",Y,Crafton Heights,6,SIMPLE ASSAULT,2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2709(a)(3) Harassment No Legitimate Purpose / 5501 Riot. / 3503 Criminal Trespass / 3733 Fleeing or Attempting to Elude Police Officer / 907 Possessing Instruments of Crime. / 3323 Stop Signs and Yield Signs.,2814,2,5,-80.0427454203137,40.4441628860726
306054298,23033348,10,2023-03-05T17:55:00,"100 Block Renova St Pittsburgh, PA 15207",Y,Central Business District,2,TERRORISTIC THREATS,2706 Terroristic Threats.,201,5,3,-79.9394073491742,40.4004908767856
306066143,23033443,99,2023-03-05T21:55:00,"600 Block W North Ave Pittsburgh, PA 15212",N,Central North Side,1,AIDED CASE,9497 Aided Case,2206,1,1,-80.0128335552463,40.4545671919178
-3592001282,23033464,26,2023-03-05T23:00:00,"3100 Block Ashlyn St Pittsburgh, PA 15204",Y,Sheraden,6,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,2018,2,5,-80.0563555218042,40.4560823371904
307944662,23044601,14,2023-03-26T20:21:00,"600 Block E 1st Ave Pittsburgh, PA 15219",Y,Central Business District,2,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 2709(a)(4) Harassment Communicates Prohibited Acts,201,6,6,-79.9960409452176,40.4350395659105
307946275,23045008,5,2023-03-27T16:00:00,"1400 Block Swantek St Pittsburgh, PA 15204",N,Sheraden,6,BURGLARY,3502 Burglary.,2022,2,5,-80.0686641223119,40.4536914875137
307948848,23045093,0,2023-03-27T18:09:00,"2200 Block Broadway Ave Pittsburgh, PA 15216",N,Beechview,6,99,9994 PFA Service,1920,4,5,-80.0306829529993,40.4037896908084
307950695,23045029,0,2023-03-27T17:04:00,"5400 Block Penn Ave Pittsburgh, PA 15206",N,Friendship,5,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): Non-reportable accident,807,9,2,-79.9364169042528,40.4646627230563
307955780,23045178,0,2023-03-27T22:07:00,"1500 Block Belasco Ave Pittsburgh, PA 15216",N,Beechview,6,99,9994 PFA Service,1916,,,,
307956427,23045152,14,2023-03-27T21:03:00,"10 Block Marion St Pittsburgh, PA 15219",N,Bluff,2,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,103,6,3,-79.9841893066779,40.4377171966272
306566805,23036061,11,2023-03-10T00:01:00,"900 Block Penn Ave Pittsburgh, PA 15222",N,Central Business District,2,CREDIT CARDS,4120 Identity Theft / 4106 Access Device Fraud,201,6,6,-79.9980468769971,40.4436186700538
306571207,23036134,10,2023-03-11T01:10:00,"3300 Block Iowa St Pittsburgh, PA 15219",Y,Upper Hill,2,SIMPLE ASSAULT,2701 Simple Assault. / 2706 Terroristic Threats. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,506,6,3,-79.95694304369,40.4514507528397
306593837,23036366,23,2023-03-11T14:40:00,"300 Block North Shore Dr Pittsburgh, PA 15212",Y,North Shore,1,PUBLIC DRUNKENESS,5505 Public Drunkenness / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,2205,1,1,-80.0096363485458,40.454910356151
306642987,23036393,11,2023-03-11T16:40:00,"1800 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,CREDIT CARDS,4106 Access Device Fraud,2901,4,3,-79.9881789314488,40.3971314940112
306644833,23036402,0,2023-03-11T16:40:00,"S 27th St & Sarah St Pittsburgh, PA 15203",N,South Side Flats,3,99,9999 9999 - (Misc. Incident): ,1609,3,3,-79.9674967145777,40.4262221379727
306648241,23036506,10,2023-03-11T20:26:00,"6900 Block Bennett St Pittsburgh, PA 15208",N,Homewood West,5,SIMPLE ASSAULT,2701 Simple Assault.,1207,,,,
308118246,23046081,10,2023-03-29T15:53:00,"200 Block E Elizabeth St Pittsburgh, PA 15207",N,Hazelwood,4,HARRASSMENT,2709 Harassment (Non-Specific),1515,5,3,-79.9413680299738,40.4071916178704
